province_name,bin,count,variable,bin_label
Camiguin,"(21000.0, 28000.0]",75,transport,21k - 28k
Camiguin,"(28000.0, 35000.0]",29,transport,28k - 35k
Camiguin,"(35000.0, 42000.0]",12,transport,35k - 42k
Camiguin,"(42000.0, 49000.0]",17,transport,42k - 49k
Camiguin,"(49000.0, 56000.0]",12,transport,49k - 56k
Camiguin,"(56000.0, 63000.0]",7,transport,56k - 63k
Camiguin,"(63000.0, 70000.0]",6,transport,63k - 70k
Capiz,"(-0.001, 25000.0]",19,food,0k - 25k
Capiz,"(25000.0, 50000.0]",130,food,25k - 50k
Capiz,"(50000.0, 75000.0]",342,food,50k - 75k
Capiz,"(75000.0, 100000.0]",370,food,75k - 100k
Capiz,"(100000.0, 125000.0]",295,food,100k - 125k
Capiz,"(125000.0, 150000.0]",184,food,125k - 150k
Capiz,"(150000.0, 175000.0]",86,food,150k - 175k
Capiz,"(175000.0, 200000.0]",87,food,175k - 200k
Capiz,"(200000.0, 225000.0]",32,food,200k - 225k
Capiz,"(225000.0, 250000.0]",16,food,225k - 250k
Capiz,"(-0.001, 20000.0]",353,housing,0k - 20k
Capiz,"(20000.0, 40000.0]",677,housing,20k - 40k
Capiz,"(40000.0, 60000.0]",271,housing,40k - 60k
Capiz,"(60000.0, 80000.0]",123,housing,60k - 80k
Capiz,"(80000.0, 100000.0]",84,housing,80k - 100k
Capiz,"(100000.0, 120000.0]",30,housing,100k - 120k
Capiz,"(120000.0, 140000.0]",11,housing,120k - 140k
Capiz,"(140000.0, 160000.0]",16,housing,140k - 160k
Capiz,"(160000.0, 180000.0]",6,housing,160k - 180k
Capiz,"(180000.0, 200000.0]",6,housing,180k - 200k
Capiz,"(-0.001, 9000.0]",45,col,0k - 9k
Capiz,"(9000.0, 18000.0]",332,col,9k - 18k
Capiz,"(18000.0, 27000.0]",509,col,18k - 27k
Capiz,"(27000.0, 36000.0]",323,col,27k - 36k
Capiz,"(36000.0, 45000.0]",162,col,36k - 45k
Capiz,"(45000.0, 54000.0]",90,col,45k - 54k
Capiz,"(54000.0, 63000.0]",61,col,54k - 63k
Capiz,"(63000.0, 72000.0]",19,col,63k - 72k
Capiz,"(72000.0, 81000.0]",16,col,72k - 81k
Capiz,"(81000.0, 90000.0]",10,col,81k - 90k
Capiz,"(-0.001, 19000.0]",183,income,0k - 19k
Capiz,"(19000.0, 38000.0]",732,income,19k - 38k
Capiz,"(38000.0, 57000.0]",367,income,38k - 57k
Capiz,"(57000.0, 76000.0]",135,income,57k - 76k
Capiz,"(76000.0, 95000.0]",70,income,76k - 95k
Capiz,"(95000.0, 114000.0]",33,income,95k - 114k
Capiz,"(114000.0, 133000.0]",28,income,114k - 133k
Capiz,"(133000.0, 152000.0]",9,income,133k - 152k
Capiz,"(152000.0, 171000.0]",10,income,152k - 171k
Capiz,"(171000.0, 190000.0]",6,income,171k - 190k
Capiz,"(-0.001, 7000.0]",568,transport,0k - 7k
Capiz,"(7000.0, 14000.0]",549,transport,7k - 14k
Capiz,"(14000.0, 21000.0]",222,transport,14k - 21k
Capiz,"(21000.0, 28000.0]",114,transport,21k - 28k
Capiz,"(28000.0, 35000.0]",50,transport,28k - 35k
Capiz,"(35000.0, 42000.0]",31,transport,35k - 42k
Capiz,"(42000.0, 49000.0]",18,transport,42k - 49k
Capiz,"(49000.0, 56000.0]",6,transport,49k - 56k
Capiz,"(56000.0, 63000.0]",8,transport,56k - 63k
Capiz,"(63000.0, 70000.0]",2,transport,63k - 70k
Catanduanes,"(-0.001, 25000.0]",23,food,0k - 25k
Catanduanes,"(25000.0, 50000.0]",163,food,25k - 50k
Catanduanes,"(50000.0, 75000.0]",336,food,50k - 75k
Catanduanes,"(75000.0, 100000.0]",361,food,75k - 100k
Catanduanes,"(100000.0, 125000.0]",206,food,100k - 125k
Catanduanes,"(125000.0, 150000.0]",112,food,125k - 150k
Catanduanes,"(150000.0, 175000.0]",102,food,150k - 175k
Catanduanes,"(175000.0, 200000.0]",54,food,175k - 200k
Catanduanes,"(200000.0, 225000.0]",25,food,200k - 225k
Catanduanes,"(225000.0, 250000.0]",20,food,225k - 250k
Catanduanes,"(-0.001, 20000.0]",389,housing,0k - 20k
Catanduanes,"(20000.0, 40000.0]",560,housing,20k - 40k
Catanduanes,"(40000.0, 60000.0]",227,housing,40k - 60k
Catanduanes,"(60000.0, 80000.0]",104,housing,60k - 80k
Catanduanes,"(80000.0, 100000.0]",68,housing,80k - 100k
Catanduanes,"(100000.0, 120000.0]",35,housing,100k - 120k
Catanduanes,"(120000.0, 140000.0]",21,housing,120k - 140k
Catanduanes,"(140000.0, 160000.0]",14,housing,140k - 160k
Catanduanes,"(160000.0, 180000.0]",7,housing,160k - 180k
Catanduanes,"(180000.0, 200000.0]",4,housing,180k - 200k
Catanduanes,"(-0.001, 9000.0]",54,col,0k - 9k
Catanduanes,"(9000.0, 18000.0]",385,col,9k - 18k
Catanduanes,"(18000.0, 27000.0]",449,col,18k - 27k
Catanduanes,"(27000.0, 36000.0]",203,col,27k - 36k
Catanduanes,"(36000.0, 45000.0]",137,col,36k - 45k
Catanduanes,"(45000.0, 54000.0]",78,col,45k - 54k
Catanduanes,"(54000.0, 63000.0]",49,col,54k - 63k
Catanduanes,"(63000.0, 72000.0]",24,col,63k - 72k
Catanduanes,"(72000.0, 81000.0]",18,col,72k - 81k
Catanduanes,"(81000.0, 90000.0]",9,col,81k - 90k
Catanduanes,"(-0.001, 19000.0]",236,income,0k - 19k
Catanduanes,"(19000.0, 38000.0]",680,income,19k - 38k
Catanduanes,"(38000.0, 57000.0]",240,income,38k - 57k
Catanduanes,"(57000.0, 76000.0]",118,income,57k - 76k
Catanduanes,"(76000.0, 95000.0]",52,income,76k - 95k
Catanduanes,"(95000.0, 114000.0]",32,income,95k - 114k
Catanduanes,"(114000.0, 133000.0]",23,income,114k - 133k
Catanduanes,"(133000.0, 152000.0]",18,income,133k - 152k
Catanduanes,"(152000.0, 171000.0]",13,income,152k - 171k
Catanduanes,"(171000.0, 190000.0]",5,income,171k - 190k
Catanduanes,"(-0.001, 7000.0]",638,transport,0k - 7k
Catanduanes,"(7000.0, 14000.0]",359,transport,7k - 14k
Catanduanes,"(14000.0, 21000.0]",188,transport,14k - 21k
Catanduanes,"(21000.0, 28000.0]",108,transport,21k - 28k
Catanduanes,"(28000.0, 35000.0]",68,transport,28k - 35k
Catanduanes,"(35000.0, 42000.0]",24,transport,35k - 42k
Catanduanes,"(42000.0, 49000.0]",18,transport,42k - 49k
Catanduanes,"(49000.0, 56000.0]",10,transport,49k - 56k
Catanduanes,"(56000.0, 63000.0]",11,transport,56k - 63k
Catanduanes,"(63000.0, 70000.0]",3,transport,63k - 70k
Cavite,"(-0.001, 25000.0]",8,food,0k - 25k
Cavite,"(25000.0, 50000.0]",83,food,25k - 50k
Cavite,"(50000.0, 75000.0]",212,food,50k - 75k
Cavite,"(75000.0, 100000.0]",282,food,75k - 100k
Cavite,"(100000.0, 125000.0]",240,food,100k - 125k
Cavite,"(125000.0, 150000.0]",189,food,125k - 150k
Cavite,"(150000.0, 175000.0]",125,food,150k - 175k
Cavite,"(175000.0, 200000.0]",63,food,175k - 200k
Cavite,"(200000.0, 225000.0]",49,food,200k - 225k
Cavite,"(225000.0, 250000.0]",32,food,225k - 250k
Cavite,"(-0.001, 20000.0]",16,housing,0k - 20k
Cavite,"(20000.0, 40000.0]",199,housing,20k - 40k
Cavite,"(40000.0, 60000.0]",337,housing,40k - 60k
Cavite,"(60000.0, 80000.0]",293,housing,60k - 80k
Cavite,"(80000.0, 100000.0]",169,housing,80k - 100k
Cavite,"(100000.0, 120000.0]",107,housing,100k - 120k
Cavite,"(120000.0, 140000.0]",83,housing,120k - 140k
Cavite,"(140000.0, 160000.0]",46,housing,140k - 160k
Cavite,"(160000.0, 180000.0]",27,housing,160k - 180k
Cavite,"(180000.0, 200000.0]",19,housing,180k - 200k
Cavite,"(-0.001, 9000.0]",7,col,0k - 9k
Cavite,"(9000.0, 18000.0]",81,col,9k - 18k
Cavite,"(18000.0, 27000.0]",260,col,18k - 27k
Cavite,"(27000.0, 36000.0]",278,col,27k - 36k
Cavite,"(36000.0, 45000.0]",231,col,36k - 45k
Cavite,"(45000.0, 54000.0]",159,col,45k - 54k
Cavite,"(54000.0, 63000.0]",102,col,54k - 63k
Cavite,"(63000.0, 72000.0]",80,col,63k - 72k
Cavite,"(72000.0, 81000.0]",48,col,72k - 81k
Cavite,"(81000.0, 90000.0]",32,col,81k - 90k
Cavite,"(-0.001, 19000.0]",19,income,0k - 19k
Cavite,"(19000.0, 38000.0]",238,income,19k - 38k
Cavite,"(38000.0, 57000.0]",345,income,38k - 57k
Cavite,"(57000.0, 76000.0]",245,income,57k - 76k
Cavite,"(76000.0, 95000.0]",176,income,76k - 95k
Cavite,"(95000.0, 114000.0]",105,income,95k - 114k
Cavite,"(114000.0, 133000.0]",58,income,114k - 133k
Cavite,"(133000.0, 152000.0]",44,income,133k - 152k
Cavite,"(152000.0, 171000.0]",25,income,152k - 171k
Cavite,"(171000.0, 190000.0]",24,income,171k - 190k
Cavite,"(-0.001, 7000.0]",343,transport,0k - 7k
Cavite,"(7000.0, 14000.0]",280,transport,7k - 14k
Cavite,"(14000.0, 21000.0]",204,transport,14k - 21k
Cavite,"(21000.0, 28000.0]",149,transport,21k - 28k
Cavite,"(28000.0, 35000.0]",99,transport,28k - 35k
Cavite,"(35000.0, 42000.0]",66,transport,35k - 42k
Cavite,"(42000.0, 49000.0]",52,transport,42k - 49k
Cavite,"(49000.0, 56000.0]",41,transport,49k - 56k
Cavite,"(56000.0, 63000.0]",17,transport,56k - 63k
Cavite,"(63000.0, 70000.0]",20,transport,63k - 70k
Cebu,"(-0.001, 25000.0]",70,food,0k - 25k
Cebu,"(25000.0, 50000.0]",550,food,25k - 50k
Cebu,"(50000.0, 75000.0]",1118,food,50k - 75k
Cebu,"(75000.0, 100000.0]",1358,food,75k - 100k
Cebu,"(100000.0, 125000.0]",997,food,100k - 125k
Cebu,"(125000.0, 150000.0]",605,food,125k - 150k
Cebu,"(150000.0, 175000.0]",311,food,150k - 175k
Cebu,"(175000.0, 200000.0]",187,food,175k - 200k
Cebu,"(200000.0, 225000.0]",107,food,200k - 225k
Cebu,"(225000.0, 250000.0]",68,food,225k - 250k
Cebu,"(-0.001, 20000.0]",509,housing,0k - 20k
Cebu,"(20000.0, 40000.0]",1641,housing,20k - 40k
Cebu,"(40000.0, 60000.0]",1325,housing,40k - 60k
Cebu,"(60000.0, 80000.0]",702,housing,60k - 80k
Cebu,"(80000.0, 100000.0]",409,housing,80k - 100k
Cebu,"(100000.0, 120000.0]",270,housing,100k - 120k
Cebu,"(120000.0, 140000.0]",174,housing,120k - 140k
Cebu,"(140000.0, 160000.0]",133,housing,140k - 160k
Cebu,"(160000.0, 180000.0]",88,housing,160k - 180k
Cebu,"(180000.0, 200000.0]",65,housing,180k - 200k
Cebu,"(-0.001, 9000.0]",93,col,0k - 9k
Cebu,"(9000.0, 18000.0]",796,col,9k - 18k
Cebu,"(18000.0, 27000.0]",1419,col,18k - 27k
Cebu,"(27000.0, 36000.0]",1224,col,27k - 36k
Cebu,"(36000.0, 45000.0]",747,col,36k - 45k
Cebu,"(45000.0, 54000.0]",457,col,45k - 54k
Cebu,"(54000.0, 63000.0]",272,col,54k - 63k
Cebu,"(63000.0, 72000.0]",160,col,63k - 72k
Cebu,"(72000.0, 81000.0]",111,col,72k - 81k
Cebu,"(81000.0, 90000.0]",60,col,81k - 90k
Cebu,"(-0.001, 19000.0]",221,income,0k - 19k
Cebu,"(19000.0, 38000.0]",1493,income,19k - 38k
Cebu,"(38000.0, 57000.0]",1490,income,38k - 57k
Cebu,"(57000.0, 76000.0]",904,income,57k - 76k
Cebu,"(76000.0, 95000.0]",520,income,76k - 95k
Cebu,"(95000.0, 114000.0]",310,income,95k - 114k
Cebu,"(114000.0, 133000.0]",195,income,114k - 133k
Cebu,"(133000.0, 152000.0]",124,income,133k - 152k
Cebu,"(152000.0, 171000.0]",75,income,152k - 171k
Cebu,"(171000.0, 190000.0]",38,income,171k - 190k
Cebu,"(-0.001, 7000.0]",1366,transport,0k - 7k
Cebu,"(7000.0, 14000.0]",1538,transport,7k - 14k
Cebu,"(14000.0, 21000.0]",1054,transport,14k - 21k
Cebu,"(21000.0, 28000.0]",580,transport,21k - 28k
Cebu,"(28000.0, 35000.0]",316,transport,28k - 35k
Cebu,"(35000.0, 42000.0]",184,transport,35k - 42k
Cebu,"(42000.0, 49000.0]",132,transport,42k - 49k
Cebu,"(49000.0, 56000.0]",90,transport,49k - 56k
Cebu,"(56000.0, 63000.0]",53,transport,56k - 63k
Cebu,"(63000.0, 70000.0]",41,transport,63k - 70k
Compostela Valley,"(-0.001, 25000.0]",18,food,0k - 25k
Compostela Valley,"(25000.0, 50000.0]",276,food,25k - 50k
Compostela Valley,"(50000.0, 75000.0]",603,food,50k - 75k
Compostela Valley,"(75000.0, 100000.0]",366,food,75k - 100k
Compostela Valley,"(100000.0, 125000.0]",142,food,100k - 125k
Compostela Valley,"(125000.0, 150000.0]",54,food,125k - 150k
Compostela Valley,"(150000.0, 175000.0]",25,food,150k - 175k
Compostela Valley,"(175000.0, 200000.0]",13,food,175k - 200k
Compostela Valley,"(200000.0, 225000.0]",7,food,200k - 225k
Compostela Valley,"(225000.0, 250000.0]",3,food,225k - 250k
Compostela Valley,"(-0.001, 20000.0]",560,housing,0k - 20k
Compostela Valley,"(20000.0, 40000.0]",661,housing,20k - 40k
Compostela Valley,"(40000.0, 60000.0]",175,housing,40k - 60k
Compostela Valley,"(60000.0, 80000.0]",53,housing,60k - 80k
Compostela Valley,"(80000.0, 100000.0]",23,housing,80k - 100k
Compostela Valley,"(100000.0, 120000.0]",16,housing,100k - 120k
Compostela Valley,"(120000.0, 140000.0]",6,housing,120k - 140k
Compostela Valley,"(140000.0, 160000.0]",4,housing,140k - 160k
Compostela Valley,"(160000.0, 180000.0]",4,housing,160k - 180k
Compostela Valley,"(180000.0, 200000.0]",1,housing,180k - 200k
Compostela Valley,"(-0.001, 9000.0]",67,col,0k - 9k
Compostela Valley,"(9000.0, 18000.0]",642,col,9k - 18k
Compostela Valley,"(18000.0, 27000.0]",500,col,18k - 27k
Compostela Valley,"(27000.0, 36000.0]",160,col,27k - 36k
Compostela Valley,"(36000.0, 45000.0]",63,col,36k - 45k
Compostela Valley,"(45000.0, 54000.0]",29,col,45k - 54k
Compostela Valley,"(54000.0, 63000.0]",19,col,54k - 63k
Compostela Valley,"(63000.0, 72000.0]",15,col,63k - 72k
Compostela Valley,"(72000.0, 81000.0]",3,col,72k - 81k
Compostela Valley,"(81000.0, 90000.0]",4,col,81k - 90k
Compostela Valley,"(-0.001, 19000.0]",117,income,0k - 19k
Compostela Valley,"(19000.0, 38000.0]",718,income,19k - 38k
Compostela Valley,"(38000.0, 57000.0]",375,income,38k - 57k
Compostela Valley,"(57000.0, 76000.0]",113,income,57k - 76k
Compostela Valley,"(76000.0, 95000.0]",77,income,76k - 95k
Compostela Valley,"(95000.0, 114000.0]",30,income,95k - 114k
Compostela Valley,"(114000.0, 133000.0]",25,income,114k - 133k
Compostela Valley,"(133000.0, 152000.0]",19,income,133k - 152k
Compostela Valley,"(152000.0, 171000.0]",14,income,152k - 171k
Compostela Valley,"(171000.0, 190000.0]",1,income,171k - 190k
Compostela Valley,"(-0.001, 7000.0]",541,transport,0k - 7k
Compostela Valley,"(7000.0, 14000.0]",579,transport,7k - 14k
Compostela Valley,"(14000.0, 21000.0]",222,transport,14k - 21k
Compostela Valley,"(21000.0, 28000.0]",88,transport,21k - 28k
Compostela Valley,"(28000.0, 35000.0]",18,transport,28k - 35k
Compostela Valley,"(35000.0, 42000.0]",19,transport,35k - 42k
Compostela Valley,"(42000.0, 49000.0]",12,transport,42k - 49k
Compostela Valley,"(49000.0, 56000.0]",6,transport,49k - 56k
Compostela Valley,"(56000.0, 63000.0]",5,transport,56k - 63k
Compostela Valley,"(63000.0, 70000.0]",4,transport,63k - 70k
Davao Oriental,"(-0.001, 25000.0]",25,food,0k - 25k
Davao Oriental,"(25000.0, 50000.0]",289,food,25k - 50k
Davao Oriental,"(50000.0, 75000.0]",657,food,50k - 75k
Davao Oriental,"(75000.0, 100000.0]",366,food,75k - 100k
Davao Oriental,"(100000.0, 125000.0]",135,food,100k - 125k
Davao Oriental,"(125000.0, 150000.0]",54,food,125k - 150k
Davao Oriental,"(150000.0, 175000.0]",24,food,150k - 175k
Davao Oriental,"(175000.0, 200000.0]",7,food,175k - 200k
Davao Oriental,"(200000.0, 225000.0]",6,food,200k - 225k
Davao Oriental,"(-0.001, 20000.0]",790,housing,0k - 20k
Davao Oriental,"(20000.0, 40000.0]",567,housing,20k - 40k
Davao Oriental,"(40000.0, 60000.0]",124,housing,40k - 60k
Davao Oriental,"(60000.0, 80000.0]",56,housing,60k - 80k
Davao Oriental,"(80000.0, 100000.0]",12,housing,80k - 100k
Davao Oriental,"(100000.0, 120000.0]",6,housing,100k - 120k
Davao Oriental,"(140000.0, 160000.0]",6,housing,140k - 160k
Davao Oriental,"(160000.0, 180000.0]",2,housing,160k - 180k
Davao Oriental,"(-0.001, 9000.0]",85,col,0k - 9k
Davao Oriental,"(9000.0, 18000.0]",748,col,9k - 18k
Davao Oriental,"(18000.0, 27000.0]",497,col,18k - 27k
Davao Oriental,"(27000.0, 36000.0]",136,col,27k - 36k
Davao Oriental,"(36000.0, 45000.0]",44,col,36k - 45k
Davao Oriental,"(45000.0, 54000.0]",24,col,45k - 54k
Davao Oriental,"(54000.0, 63000.0]",12,col,54k - 63k
Davao Oriental,"(63000.0, 72000.0]",12,col,63k - 72k
Davao Oriental,"(72000.0, 81000.0]",3,col,72k - 81k
Davao Oriental,"(81000.0, 90000.0]",1,col,81k - 90k
Davao Oriental,"(-0.001, 19000.0]",257,income,0k - 19k
Davao Oriental,"(19000.0, 38000.0]",895,income,19k - 38k
Davao Oriental,"(38000.0, 57000.0]",231,income,38k - 57k
Davao Oriental,"(57000.0, 76000.0]",80,income,57k - 76k
Davao Oriental,"(76000.0, 95000.0]",36,income,76k - 95k
Davao Oriental,"(95000.0, 114000.0]",19,income,95k - 114k
Davao Oriental,"(114000.0, 133000.0]",12,income,114k - 133k
Davao Oriental,"(133000.0, 152000.0]",15,income,133k - 152k
Davao Oriental,"(152000.0, 171000.0]",4,income,152k - 171k
Davao Oriental,"(171000.0, 190000.0]",7,income,171k - 190k
Davao Oriental,"(-0.001, 7000.0]",771,transport,0k - 7k
Davao Oriental,"(7000.0, 14000.0]",512,transport,7k - 14k
Davao Oriental,"(14000.0, 21000.0]",160,transport,14k - 21k
Davao Oriental,"(21000.0, 28000.0]",45,transport,21k - 28k
Davao Oriental,"(28000.0, 35000.0]",27,transport,28k - 35k
Davao Oriental,"(35000.0, 42000.0]",13,transport,35k - 42k
Davao Oriental,"(42000.0, 49000.0]",11,transport,42k - 49k
Davao Oriental,"(49000.0, 56000.0]",6,transport,49k - 56k
Davao Oriental,"(56000.0, 63000.0]",6,transport,56k - 63k
Davao Oriental,"(63000.0, 70000.0]",5,transport,63k - 70k
Davao del Norte,"(-0.001, 25000.0]",13,food,0k - 25k
Davao del Norte,"(25000.0, 50000.0]",144,food,25k - 50k
Davao del Norte,"(50000.0, 75000.0]",324,food,50k - 75k
Davao del Norte,"(75000.0, 100000.0]",451,food,75k - 100k
Davao del Norte,"(100000.0, 125000.0]",306,food,100k - 125k
Davao del Norte,"(125000.0, 150000.0]",168,food,125k - 150k
Davao del Norte,"(150000.0, 175000.0]",78,food,150k - 175k
Davao del Norte,"(175000.0, 200000.0]",36,food,175k - 200k
Davao del Norte,"(200000.0, 225000.0]",11,food,200k - 225k
Davao del Norte,"(225000.0, 250000.0]",18,food,225k - 250k
Davao del Norte,"(-0.001, 20000.0]",325,housing,0k - 20k
Davao del Norte,"(20000.0, 40000.0]",611,housing,20k - 40k
Davao del Norte,"(40000.0, 60000.0]",325,housing,40k - 60k
Davao del Norte,"(60000.0, 80000.0]",123,housing,60k - 80k
Davao del Norte,"(80000.0, 100000.0]",83,housing,80k - 100k
Davao del Norte,"(100000.0, 120000.0]",36,housing,100k - 120k
Davao del Norte,"(120000.0, 140000.0]",20,housing,120k - 140k
Davao del Norte,"(140000.0, 160000.0]",11,housing,140k - 160k
Davao del Norte,"(160000.0, 180000.0]",12,housing,160k - 180k
Davao del Norte,"(180000.0, 200000.0]",4,housing,180k - 200k
Davao del Norte,"(-0.001, 9000.0]",40,col,0k - 9k
Davao del Norte,"(9000.0, 18000.0]",308,col,9k - 18k
Davao del Norte,"(18000.0, 27000.0]",537,col,18k - 27k
Davao del Norte,"(27000.0, 36000.0]",321,col,27k - 36k
Davao del Norte,"(36000.0, 45000.0]",164,col,36k - 45k
Davao del Norte,"(45000.0, 54000.0]",82,col,45k - 54k
Davao del Norte,"(54000.0, 63000.0]",45,col,54k - 63k
Davao del Norte,"(63000.0, 72000.0]",22,col,63k - 72k
Davao del Norte,"(72000.0, 81000.0]",12,col,72k - 81k
Davao del Norte,"(81000.0, 90000.0]",14,col,81k - 90k
Davao del Norte,"(-0.001, 19000.0]",160,income,0k - 19k
Davao del Norte,"(19000.0, 38000.0]",738,income,19k - 38k
Davao del Norte,"(38000.0, 57000.0]",365,income,38k - 57k
Davao del Norte,"(57000.0, 76000.0]",140,income,57k - 76k
Davao del Norte,"(76000.0, 95000.0]",67,income,76k - 95k
Davao del Norte,"(95000.0, 114000.0]",33,income,95k - 114k
Davao del Norte,"(114000.0, 133000.0]",23,income,114k - 133k
Davao del Norte,"(133000.0, 152000.0]",12,income,133k - 152k
Davao del Norte,"(152000.0, 171000.0]",6,income,152k - 171k
Davao del Norte,"(171000.0, 190000.0]",3,income,171k - 190k
Davao del Norte,"(-0.001, 7000.0]",551,transport,0k - 7k
Davao del Norte,"(7000.0, 14000.0]",496,transport,7k - 14k
Davao del Norte,"(14000.0, 21000.0]",252,transport,14k - 21k
Davao del Norte,"(21000.0, 28000.0]",108,transport,21k - 28k
Davao del Norte,"(28000.0, 35000.0]",47,transport,28k - 35k
Davao del Norte,"(35000.0, 42000.0]",28,transport,35k - 42k
Davao del Norte,"(42000.0, 49000.0]",22,transport,42k - 49k
Davao del Norte,"(49000.0, 56000.0]",10,transport,49k - 56k
Davao del Norte,"(56000.0, 63000.0]",8,transport,56k - 63k
Davao del Norte,"(63000.0, 70000.0]",7,transport,63k - 70k
Davao del Sur,"(-0.001, 25000.0]",86,food,0k - 25k
Davao del Sur,"(25000.0, 50000.0]",930,food,25k - 50k
Davao del Sur,"(50000.0, 75000.0]",1565,food,50k - 75k
Davao del Sur,"(75000.0, 100000.0]",1027,food,75k - 100k
Davao del Sur,"(100000.0, 125000.0]",534,food,100k - 125k
Davao del Sur,"(125000.0, 150000.0]",206,food,125k - 150k
Davao del Sur,"(150000.0, 175000.0]",96,food,150k - 175k
Davao del Sur,"(175000.0, 200000.0]",47,food,175k - 200k
Davao del Sur,"(200000.0, 225000.0]",22,food,200k - 225k
Davao del Sur,"(225000.0, 250000.0]",9,food,225k - 250k
Davao del Sur,"(-0.001, 20000.0]",1407,housing,0k - 20k
Davao del Sur,"(20000.0, 40000.0]",1540,housing,20k - 40k
Davao del Sur,"(40000.0, 60000.0]",673,housing,40k - 60k
Davao del Sur,"(60000.0, 80000.0]",362,housing,60k - 80k
Davao del Sur,"(80000.0, 100000.0]",185,housing,80k - 100k
Davao del Sur,"(100000.0, 120000.0]",131,housing,100k - 120k
Davao del Sur,"(120000.0, 140000.0]",74,housing,120k - 140k
Davao del Sur,"(140000.0, 160000.0]",49,housing,140k - 160k
Davao del Sur,"(160000.0, 180000.0]",40,housing,160k - 180k
Davao del Sur,"(180000.0, 200000.0]",25,housing,180k - 200k
Davao del Sur,"(-0.001, 9000.0]",210,col,0k - 9k
Davao del Sur,"(9000.0, 18000.0]",1636,col,9k - 18k
Davao del Sur,"(18000.0, 27000.0]",1345,col,18k - 27k
Davao del Sur,"(27000.0, 36000.0]",608,col,27k - 36k
Davao del Sur,"(36000.0, 45000.0]",283,col,36k - 45k
Davao del Sur,"(45000.0, 54000.0]",178,col,45k - 54k
Davao del Sur,"(54000.0, 63000.0]",118,col,54k - 63k
Davao del Sur,"(63000.0, 72000.0]",65,col,63k - 72k
Davao del Sur,"(72000.0, 81000.0]",42,col,72k - 81k
Davao del Sur,"(81000.0, 90000.0]",11,col,81k - 90k
Davao del Sur,"(-0.001, 19000.0]",600,income,0k - 19k
Davao del Sur,"(19000.0, 38000.0]",1945,income,19k - 38k
Davao del Sur,"(38000.0, 57000.0]",899,income,38k - 57k
Davao del Sur,"(57000.0, 76000.0]",430,income,57k - 76k
Davao del Sur,"(76000.0, 95000.0]",217,income,76k - 95k
Davao del Sur,"(95000.0, 114000.0]",137,income,95k - 114k
Davao del Sur,"(114000.0, 133000.0]",87,income,114k - 133k
Davao del Sur,"(133000.0, 152000.0]",61,income,133k - 152k
Davao del Sur,"(152000.0, 171000.0]",34,income,152k - 171k
Davao del Sur,"(171000.0, 190000.0]",28,income,171k - 190k
Davao del Sur,"(-0.001, 7000.0]",1975,transport,0k - 7k
Davao del Sur,"(7000.0, 14000.0]",1178,transport,7k - 14k
Davao del Sur,"(14000.0, 21000.0]",569,transport,14k - 21k
Davao del Sur,"(21000.0, 28000.0]",278,transport,21k - 28k
Davao del Sur,"(28000.0, 35000.0]",174,transport,28k - 35k
Davao del Sur,"(35000.0, 42000.0]",99,transport,35k - 42k
Davao del Sur,"(42000.0, 49000.0]",70,transport,42k - 49k
Davao del Sur,"(49000.0, 56000.0]",57,transport,49k - 56k
Davao del Sur,"(56000.0, 63000.0]",31,transport,56k - 63k
Davao del Sur,"(63000.0, 70000.0]",24,transport,63k - 70k
Dinagat Islands,"(-0.001, 25000.0]",45,food,0k - 25k
Dinagat Islands,"(25000.0, 50000.0]",164,food,25k - 50k
Dinagat Islands,"(50000.0, 75000.0]",242,food,50k - 75k
Dinagat Islands,"(75000.0, 100000.0]",174,food,75k - 100k
Dinagat Islands,"(100000.0, 125000.0]",69,food,100k - 125k
Dinagat Islands,"(125000.0, 150000.0]",39,food,125k - 150k
Dinagat Islands,"(150000.0, 175000.0]",13,food,150k - 175k
Dinagat Islands,"(175000.0, 200000.0]",10,food,175k - 200k
Dinagat Islands,"(200000.0, 225000.0]",6,food,200k - 225k
Dinagat Islands,"(225000.0, 250000.0]",4,food,225k - 250k
Dinagat Islands,"(-0.001, 20000.0]",285,housing,0k - 20k
Dinagat Islands,"(20000.0, 40000.0]",302,housing,20k - 40k
Dinagat Islands,"(40000.0, 60000.0]",92,housing,40k - 60k
Dinagat Islands,"(60000.0, 80000.0]",42,housing,60k - 80k
Dinagat Islands,"(80000.0, 100000.0]",24,housing,80k - 100k
Dinagat Islands,"(100000.0, 120000.0]",11,housing,100k - 120k
Dinagat Islands,"(120000.0, 140000.0]",3,housing,120k - 140k
Dinagat Islands,"(140000.0, 160000.0]",7,housing,140k - 160k
Dinagat Islands,"(160000.0, 180000.0]",3,housing,160k - 180k
Dinagat Islands,"(180000.0, 200000.0]",1,housing,180k - 200k
Dinagat Islands,"(-0.001, 9000.0]",77,col,0k - 9k
Dinagat Islands,"(9000.0, 18000.0]",308,col,9k - 18k
Dinagat Islands,"(18000.0, 27000.0]",229,col,18k - 27k
Dinagat Islands,"(27000.0, 36000.0]",78,col,27k - 36k
Dinagat Islands,"(36000.0, 45000.0]",32,col,36k - 45k
Dinagat Islands,"(45000.0, 54000.0]",18,col,45k - 54k
Dinagat Islands,"(54000.0, 63000.0]",12,col,54k - 63k
Dinagat Islands,"(63000.0, 72000.0]",6,col,63k - 72k
